anger,contempt,disgust,fear,happiness,neutral,sadness,surprise,class
0.0,0.004,0.0,0.0,0.0,0.93,0.065,0.0,1
0.003,0.172,0.001,0.0,0.0,0.757,0.067,0.0,1
0.001,0.02,0.001,0.0,0.001,0.82,0.157,0.0,1
0.0,0.0,0.0,0.12,0.0,0.688,0.035,0.157,1
0.0,0.0,0.0,0.0,0.0,0.995,0.005,0.0,1
0.0,0.0,0.0,0.0,0.0,0.997,0.002,0.001,1
0.0,0.046,0.0,0.0,0.0,0.881,0.072,0.0,1
0.0,0.019,0.0,0.0,0.0,0.845,0.136,0.0,1
0.0,0.002,0.0,0.01,0.0,0.953,0.008,0.027,1
0.0,0.052,0.0,0.0,0.0,0.824,0.123,0.0,1
0.002,0.132,0.0,0.0,0.0,0.792,0.074,0.0,1
0.0,0.0,0.0,0.0,0.0,0.996,0.001,0.003,1
0.0,0.0,0.0,0.0,0.0,0.97,0.029,0.0,1
0.0,0.0,0.0,0.145,0.0,0.695,0.009,0.15,1
0.001,0.002,0.001,0.086,0.0,0.825,0.024,0.061,1
0.001,0.009,0.0,0.0,0.0,0.789,0.2,0.0,1
0.001,0.052,0.001,0.0,0.0,0.769,0.176,0.0,1
0.0,0.004,0.0,0.0,0.001,0.905,0.089,0.0,1
0.003,0.145,0.0,0.0,0.0,0.779,0.072,0.0,1
0.0,0.002,0.0,0.0,0.829,0.169,0.0,0.0,1
0.002,0.133,0.0,0.0,0.001,0.804,0.059,0.0,1
0.01,0.219,0.0,0.0,0.0,0.744,0.026,0.0,1
0.0,0.001,0.0,0.0,0.007,0.989,0.002,0.0,1
0.004,0.151,0.0,0.0,0.0,0.788,0.056,0.0,1
0.0,0.0,0.0,0.0,0.001,0.995,0.002,0.001,1
0.005,0.128,0.0,0.0,0.0,0.838,0.029,0.0,1
0.001,0.12,0.0,0.0,0.0,0.837,0.041,0.0,1
0.0,0.0,0.0,0.0,0.998,0.001,0.0,0.0,1
0.002,0.109,0.0,0.0,0.0,0.822,0.067,0.0,1
0.0,0.0,0.0,0.0,0.0,0.997,0.003,0.0,1
0.001,0.022,0.0,0.0,0.0,0.85,0.126,0.0,1
0.0,0.0,0.0,0.0,0.0,0.899,0.101,0.0,1
0.001,0.004,0.0,0.0,0.001,0.888,0.107,0.0,1
0.001,0.0,0.0,0.118,0.0,0.774,0.016,0.091,1
0.001,0.082,0.0,0.0,0.0,0.814,0.103,0.0,1
0.001,0.115,0.0,0.0,0.0,0.658,0.226,0.0,1
0.004,0.073,0.0,0.0,0.002,0.911,0.01,0.0,1
0.0,0.0,0.0,0.0,0.0,0.996,0.004,0.0,1
0.0,0.0,0.0,0.0,0.0,0.997,0.002,0.0,1
0.001,0.006,0.0,0.0,0.0,0.896,0.097,0.0,1
0.001,0.042,0.0,0.0,0.0,0.796,0.161,0.0,1
0.001,0.027,0.0,0.0,0.0,0.863,0.109,0.0,1
0.001,0.006,0.0,0.0,0.002,0.877,0.113,0.0,1
0.001,0.001,0.0,0.0,0.0,0.992,0.006,0.0,1
0.001,0.014,0.0,0.0,0.0,0.833,0.153,0.0,1
0.0,0.0,0.0,0.0,0.0,0.996,0.003,0.0,1
0.002,0.135,0.001,0.0,0.0,0.805,0.058,0.0,1
0.0,0.006,0.0,0.0,0.968,0.026,0.0,0.0,1
0.004,0.217,0.0,0.0,0.0,0.763,0.015,0.0,1
0.004,0.137,0.0,0.0,0.0,0.815,0.043,0.0,1
0.0,0.001,0.0,0.0,0.011,0.986,0.001,0.001,1
0.003,0.183,0.0,0.0,0.0,0.782,0.031,0.0,1
0.0,0.012,0.0,0.0,0.0,0.702,0.286,0.0,1
0.01,0.018,0.0,0.0,0.0,0.96,0.012,0.0,1
0.005,0.458,0.001,0.0,0.0,0.488,0.048,0.0,1
0.002,0.088,0.0,0.0,0.0,0.869,0.04,0.0,1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0.0,0.001,0.0,0.0,0.003,0.993,0.002,0.0,1
0.005,0.133,0.0,0.0,0.0,0.828,0.034,0.0,1
0.001,0.018,0.0,0.0,0.0,0.936,0.045,0.0,1
0.001,0.188,0.0,0.0,0.0,0.775,0.035,0.0,1
0.002,0.121,0.001,0.0,0.001,0.798,0.078,0.0,1
0.003,0.001,0.0,0.0,0.0,0.992,0.005,0.0,1
0.003,0.001,0.001,0.131,0.0,0.779,0.014,0.071,1
0.0,0.0,0.0,0.027,0.0,0.852,0.006,0.115,1
0.001,0.11,0.0,0.0,0.0,0.647,0.242,0.0,1
0.0,0.004,0.0,0.0,0.0,0.989,0.007,0.0,1
0.0,0.019,0.0,0.0,0.0,0.855,0.126,0.0,1
0.0,0.0,0.0,0.0,0.0,0.997,0.002,0.001,1
0.001,0.006,0.0,0.0,0.0,0.966,0.027,0.0,1
0.007,0.093,0.002,0.0,0.001,0.692,0.205,0.0,1
0.0,0.001,0.0,0.016,0.0,0.93,0.016,0.037,1
0.003,0.089,0.001,0.0,0.0,0.797,0.11,0.0,1
0.002,0.01,0.0,0.0,0.0,0.971,0.018,0.0,1
0.0,0.0,0.0,0.0,0.0,0.997,0.001,0.001,1
0.001,0.145,0.0,0.0,0.0,0.738,0.116,0.0,1
0.001,0.028,0.0,0.0,0.001,0.958,0.012,0.0,1
0.001,0.047,0.0,0.0,0.0,0.866,0.086,0.0,1
0.0,0.0,0.0,0.054,0.0,0.835,0.017,0.093,1
0.001,0.001,0.001,0.099,0.0,0.771,0.024,0.104,1
0.004,0.002,0.0,0.0,0.0,0.986,0.008,0.0,1
0.004,0.134,0.001,0.0,0.0,0.775,0.085,0.0,1
0.001,0.032,0.0,0.0,0.0,0.887,0.08,0.0,1
0.002,0.157,0.0,0.0,0.001,0.775,0.065,0.0,1
0.004,0.153,0.0,0.0,0.0,0.819,0.023,0.0,1
0.0,0.0,0.0,0.0,0.001,0.995,0.003,0.0,1
0.002,0.139,0.0,0.0,0.0,0.818,0.04,0.0,1
0.0,0.002,0.0,0.0,0.98,0.018,0.0,0.0,1
0.004,0.16,0.0,0.0,0.0,0.792,0.044,0.0,1
0.004,0.005,0.0,0.0,0.0,0.988,0.003,0.0,1
0.0,0.041,0.0,0.0,0.0,0.672,0.287,0.0,1
0.0,0.009,0.0,0.0,0.031,0.955,0.005,0.0,1
0.0,0.026,0.0,0.0,0.0,0.755,0.218,0.0,1
0.0,0.006,0.0,0.0,0.923,0.071,0.0,0.0,1
0.002,0.028,0.0,0.0,0.0,0.942,0.028,0.0,1
0.0,0.0,0.0,0.0,0.0,0.997,0.002,0.0,1
0.0,0.0,0.0,0.0,0.0,0.99,0.009,0.0,1
0.0,0.001,0.0,0.0,0.0,0.958,0.041,0.0,1
0.0,0.001,0.0,0.0,0.003,0.879,0.116,0.0,1
0.001,0.165,0.0,0.0,0.001,0.762,0.071,0.0,1
0.0,0.001,0.0,0.0,0.0,0.983,0.016,0.0,1
0.0,0.005,0.0,0.0,0.0,0.933,0.061,0.0,1
0.0,0.001,0.0,0.0,0.718,0.28,0.0,0.0,1
0.0,0.007,0.0,0.0,0.0,0.711,0.282,0.0,1
0.0,0.017,0.0,0.0,0.0,0.548,0.435,0.0,1
0.0,0.002,0.0,0.0,0.474,0.523,0.0,0.0,1
0.0,0.005,0.0,0.0,0.0,0.972,0.022,0.0,1
0.0,0.011,0.0,0.0,0.0,0.973,0.016,0.0,1
0.001,0.068,0.0,0.0,0.0,0.861,0.069,0.0,1
0.001,0.006,0.0,0.0,0.0,0.955,0.038,0.0,1
0.0,0.002,0.0,0.0,0.001,0.83,0.167,0.0,1
0.0,0.001,0.0,0.0,0.0,0.997,0.001,0.0,1
0.0,0.0,0.0,0.0,0.0,0.996,0.004,0.0,1
0.004,0.166,0.0,0.0,0.0,0.779,0.051,0.0,1
0.0,0.009,0.0,0.0,0.81,0.18,0.0,0.0,1
0.001,0.017,0.0,0.0,0.0,0.846,0.136,0.0,1
0.0,0.007,0.0,0.0,0.007,0.985,0.001,0.0,1
0.0,0.02,0.0,0.0,0.0,0.855,0.125,0.0,1
0.0,0.004,0.0,0.0,0.743,0.253,0.0,0.0,1
0.0,0.0,0.0,0.0,0.001,0.995,0.003,0.0,1
0.0,0.0,0.0,0.0,0.0,0.989,0.01,0.0,1
0.001,0.001,0.0,0.0,0.0,0.988,0.01,0.0,1
0.0,0.001,0.0,0.0,0.0,0.977,0.022,0.0,1
0.0,0.0,0.0,0.0,0.0,0.999,0.001,0.0,1
0.0,0.009,0.0,0.0,0.0,0.897,0.093,0.0,1
0.0,0.119,0.0,0.0,0.001,0.805,0.075,0.0,1
0.0,0.014,0.001,0.0,0.0,0.507,0.477,0.0,1
0.001,0.018,0.001,0.0,0.0,0.475,0.505,0.0,1
0.001,0.021,0.001,0.0,0.0,0.487,0.49,0.0,1
0.001,0.019,0.001,0.0,0.001,0.619,0.359,0.0,1
0.001,0.144,0.0,0.0,0.001,0.79,0.064,0.0,1
0.0,0.001,0.0,0.0,0.0,0.904,0.094,0.0,1
0.0,0.001,0.0,0.0,0.0,0.985,0.013,0.0,1
0.0,0.001,0.0,0.0,0.0,0.997,0.001,0.0,1
0.0,0.002,0.0,0.0,0.0,0.971,0.027,0.0,1
0.0,0.0,0.0,0.0,0.0,0.991,0.009,0.0,1
0.0,0.0,0.0,0.0,0.004,0.994,0.002,0.0,1
0.0,0.004,0.0,0.0,0.863,0.133,0.0,0.0,1
0.0,0.021,0.0,0.0,0.0,0.874,0.104,0.0,1
0.001,0.031,0.0,0.0,0.0,0.777,0.19,0.0,1
0.0,0.014,0.0,0.0,0.939,0.047,0.0,0.0,1
0.0,0.0,0.0,0.0,0.014,0.984,0.001,0.0,1
0.001,0.017,0.0,0.0,0.001,0.929,0.052,0.0,1
0.004,0.161,0.0,0.0,0.0,0.802,0.032,0.0,1
0.0,0.002,0.0,0.0,0.0,0.997,0.001,0.0,1
0.0,0.0,0.0,0.0,0.0,0.999,0.001,0.0,1
0.0,0.001,0.0,0.0,0.0,0.988,0.011,0.0,1
0.001,0.01,0.0,0.0,0.0,0.637,0.352,0.0,1
0.001,0.022,0.0,0.0,0.0,0.496,0.481,0.0,1
0.001,0.018,0.0,0.0,0.0,0.621,0.36,0.0,1
0.0,0.016,0.0,0.0,0.0,0.645,0.338,0.0,1
0.0,0.001,0.0,0.0,0.0,0.997,0.001,0.001,1
0.0,0.001,0.0,0.0,0.0,0.989,0.011,0.0,1
0.0,0.001,0.0,0.0,0.0,0.997,0.001,0.0,1
0.009,0.242,0.001,0.0,0.0,0.679,0.07,0.0,1
0.001,0.038,0.0,0.0,0.0,0.925,0.035,0.0,1
0.0,0.002,0.0,0.0,0.009,0.988,0.002,0.0,1
0.0,0.011,0.0,0.0,0.908,0.081,0.0,0.0,1
0.0,0.018,0.0,0.0,0.0,0.802,0.18,0.0,1
0.0,0.0,0.0,0.0,0.0,0.997,0.002,0.0,1
0.001,0.04,0.0,0.0,0.0,0.884,0.076,0.0,1
0.0,0.001,0.0,0.0,0.012,0.986,0.001,0.0,1
0.0,0.03,0.0,0.0,0.0,0.693,0.276,0.0,1
0.0,0.003,0.0,0.0,0.981,0.016,0.0,0.0,1
0.0,0.017,0.0,0.0,0.0,0.926,0.056,0.0,1
0.001,0.006,0.0,0.0,0.0,0.966,0.027,0.0,1
0.001,0.002,0.0,0.0,0.0,0.993,0.004,0.0,1
0.0,0.0,0.0,0.0,0.0,0.996,0.004,0.0,1
0.0,0.001,0.0,0.0,0.0,0.998,0.001,0.0,1
0.0,0.004,0.0,0.0,0.001,0.937,0.058,0.0,1
0.0,0.0,0.0,0.0,0.0,0.999,0.0,0.0,1
0.0,0.021,0.001,0.0,0.0,0.548,0.43,0.0,1
0.0,0.005,0.0,0.0,0.0,0.699,0.295,0.0,1
0.0,0.001,0.0,0.0,0.0,0.991,0.008,0.0,1
0.0,0.0,0.0,0.0,0.0,0.984,0.016,0.0,1
0.0,0.003,0.0,0.0,0.001,0.986,0.01,0.0,1
0.0,0.001,0.0,0.0,0.0,0.998,0.001,0.0,1
0.0,0.0,0.0,0.0,0.0,0.998,0.002,0.0,1
0.001,0.006,0.0,0.0,0.0,0.966,0.027,0.0,1
0.004,0.052,0.0,0.0,0.0,0.884,0.06,0.0,1
0.0,0.002,0.0,0.0,0.932,0.066,0.0,0.0,1
0.0,0.04,0.0,0.0,0.0,0.699,0.259,0.0,1
0.0,0.001,0.0,0.0,0.003,0.992,0.003,0.0,1
0.001,0.08,0.0,0.0,0.0,0.889,0.03,0.0,1
0.001,0.092,0.0,0.0,0.001,0.72,0.186,0.0,1
0.0,0.0,0.0,0.0,0.0,0.995,0.004,0.0,1
0.0,0.0,0.0,0.0,0.0,0.999,0.001,0.0,1
0.002,0.051,0.0,0.0,0.0,0.915,0.031,0.0,1
0.0,0.0,0.0,0.0,0.0,0.998,0.001,0.0,1
0.005,0.221,0.0,0.0,0.0,0.732,0.041,0.0,1
0.0,0.002,0.0,0.0,0.001,0.784,0.212,0.0,1
0.0,0.005,0.0,0.0,0.0,0.994,0.001,0.0,1
0.0,0.002,0.0,0.0,0.002,0.835,0.16,0.0,1
0.0,0.002,0.0,0.0,0.549,0.447,0.001,0.0,1
0.001,0.012,0.0,0.0,0.0,0.716,0.271,0.0,1
0.001,0.008,0.0,0.0,0.0,0.798,0.193,0.0,1
0.001,0.01,0.001,0.0,0.0,0.62,0.369,0.0,1
0.001,0.013,0.0,0.0,0.0,0.639,0.346,0.0,1
0.0,0.001,0.0,0.0,0.002,0.94,0.057,0.0,1
0.0,0.002,0.0,0.0,0.002,0.832,0.164,0.0,1
0.0,0.002,0.0,0.0,0.0,0.997,0.001,0.0,1
0.005,0.125,0.001,0.0,0.0,0.823,0.046,0.0,1
0.0,0.0,0.0,0.0,0.0,0.997,0.002,0.0,1
0.001,0.066,0.0,0.0,0.0,0.905,0.028,0.0,1
0.0,0.0,0.0,0.0,0.0,0.999,0.0,0.0,1
0.0,0.001,0.0,0.0,0.0,0.997,0.003,0.0,1
0.001,0.08,0.0,0.0,0.0,0.813,0.106,0.0,1
0.001,0.033,0.0,0.0,0.0,0.943,0.023,0.0,1
0.001,0.051,0.0,0.0,0.0,0.795,0.153,0.0,1
0.0,0.001,0.0,0.0,0.0,0.992,0.007,0.0,1
0.0,0.0,0.0,0.0,0.0,0.999,0.001,0.0,1
0.0,0.002,0.0,0.0,0.001,0.899,0.098,0.0,1
0.0,0.003,0.0,0.0,0.001,0.831,0.164,0.0,1
0.0,0.002,0.0,0.0,0.37,0.624,0.004,0.0,1
0.0,0.015,0.0,0.0,0.0,0.694,0.291,0.0,1
0.002,0.112,0.004,0.0,0.001,0.458,0.422,0.0,1
0.001,0.012,0.0,0.0,0.0,0.723,0.264,0.0,1
0.001,0.02,0.0,0.0,0.0,0.665,0.314,0.0,1
0.002,0.009,0.0,0.0,0.0,0.808,0.18,0.0,1
0.0,0.006,0.0,0.0,0.0,0.759,0.234,0.0,1
0.0,0.002,0.0,0.0,0.369,0.628,0.001,0.0,1
0.0,0.002,0.0,0.0,0.001,0.794,0.202,0.0,1
0.0,0.003,0.0,0.0,0.002,0.871,0.123,0.0,1
0.001,0.001,0.0,0.0,0.0,0.996,0.002,0.0,1
0.0,0.0,0.0,0.0,0.0,0.999,0.001,0.0,1
0.0,0.0,0.0,0.0,0.0,0.996,0.003,0.0,1
0.001,0.062,0.0,0.0,0.0,0.817,0.119,0.0,1
0.001,0.108,0.001,0.0,0.0,0.792,0.098,0.0,1
0.0,0.0,0.0,0.0,0.001,0.999,0.0,0.0,1
0.0,0.015,0.0,0.0,0.702,0.282,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.996,0.003,0.0,1
0.003,0.145,0.001,0.0,0.0,0.77,0.082,0.0,1
0.009,0.279,0.001,0.0,0.0,0.66,0.051,0.0,1
0.0,0.001,0.0,0.0,0.002,0.899,0.098,0.0,1
0.0,0.003,0.0,0.0,0.002,0.837,0.158,0.0,1
0.0,0.0,0.0,0.0,0.0,0.998,0.001,0.0,1
0.0,0.003,0.0,0.0,0.646,0.35,0.0,0.001,1
0.001,0.027,0.001,0.0,0.0,0.543,0.427,0.0,1
0.001,0.007,0.0,0.0,0.0,0.597,0.395,0.0,1
0.0,0.003,0.0,0.0,0.0,0.935,0.062,0.0,1
0.0,0.004,0.0,0.0,0.0,0.973,0.023,0.0,1
0.001,0.013,0.0,0.0,0.0,0.504,0.482,0.0,1
0.001,0.006,0.0,0.0,0.0,0.729,0.264,0.0,1
0.0,0.003,0.0,0.0,0.44,0.554,0.002,0.0,1
0.0,0.001,0.0,0.0,0.0,0.998,0.001,0.0,1
0.0,0.04,0.0,0.0,0.0,0.949,0.011,0.0,1
0.0,0.002,0.0,0.0,0.003,0.948,0.047,0.0,1
0.0,0.001,0.0,0.0,0.002,0.9,0.097,0.0,1
0.0,0.002,0.0,0.0,0.024,0.974,0.0,0.0,1
0.001,0.052,0.0,0.0,0.0,0.917,0.03,0.0,1
0.002,0.158,0.001,0.0,0.0,0.756,0.082,0.0,1
0.0,0.001,0.0,0.0,0.0,0.989,0.009,0.0,1
0.0,0.015,0.0,0.0,0.604,0.38,0.0,0.0,1
0.001,0.047,0.0,0.0,0.0,0.839,0.113,0.0,1
0.001,0.124,0.0,0.0,0.001,0.759,0.115,0.0,1
0.0,0.0,0.0,0.0,0.0,0.998,0.002,0.0,1
0.0,0.0,0.0,0.0,0.0,0.961,0.038,0.0,1
0.002,0.139,0.0,0.0,0.0,0.813,0.045,0.0,1
0.0,0.002,0.0,0.0,0.002,0.815,0.18,0.0,1
0.0,0.002,0.0,0.0,0.002,0.867,0.129,0.0,1
0.0,0.0,0.0,0.0,0.0,0.995,0.005,0.0,1
0.0,0.001,0.0,0.0,0.0,0.997,0.002,0.0,1
0.0,0.002,0.0,0.0,0.0,0.864,0.134,0.0,1
0.0,0.0,0.0,0.0,0.0,0.998,0.001,0.0,1
0.0,0.007,0.0,0.0,0.177,0.805,0.011,0.0,1
0.001,0.022,0.0,0.0,0.0,0.491,0.485,0.0,1
0.001,0.013,0.001,0.0,0.0,0.548,0.437,0.0,1
0.001,0.006,0.0,0.0,0.0,0.672,0.32,0.0,1
0.001,0.026,0.0,0.0,0.0,0.646,0.327,0.0,1
0.0,0.014,0.0,0.0,0.096,0.873,0.016,0.0,1
0.0,0.0,0.0,0.0,0.0,0.997,0.002,0.0,1
0.0,0.015,0.001,0.0,0.001,0.759,0.224,0.0,1
0.0,0.001,0.0,0.0,0.0,0.997,0.001,0.0,1
0.0,0.001,0.0,0.0,0.0,0.995,0.004,0.0,1
0.0,0.001,0.0,0.0,0.001,0.851,0.147,0.0,1
0.0,0.0,0.0,0.0,0.0,0.988,0.011,0.0,1
0.0,0.001,0.0,0.0,0.001,0.886,0.111,0.0,1
0.002,0.101,0.001,0.0,0.0,0.806,0.089,0.0,1
0.0,0.0,0.0,0.0,0.0,0.991,0.009,0.0,1
0.0,0.0,0.0,0.0,0.0,0.998,0.002,0.0,1
0.001,0.065,0.0,0.0,0.0,0.866,0.068,0.0,1
0.001,0.032,0.0,0.0,0.0,0.861,0.106,0.0,1
0.003,0.126,0.0,0.0,0.0,0.817,0.053,0.0,1
0.004,0.002,0.0,0.0,0.0,0.97,0.024,0.0,1
0.0,0.039,0.0,0.0,0.0,0.515,0.445,0.0,1
0.004,0.004,0.0,0.0,0.0,0.986,0.006,0.0,1
0.003,0.177,0.0,0.0,0.0,0.75,0.069,0.0,1
0.0,0.004,0.0,0.0,0.996,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.006,0.992,0.002,0.0,1
0.002,0.082,0.0,0.0,0.0,0.857,0.059,0.0,1
0.003,0.175,0.0,0.0,0.0,0.804,0.019,0.0,1
0.002,0.156,0.0,0.0,0.001,0.789,0.052,0.0,1
0.0,0.0,0.0,0.0,0.0,0.996,0.004,0.0,1
0.002,0.103,0.0,0.0,0.0,0.829,0.066,0.0,1
0.0,0.004,0.0,0.0,0.001,0.972,0.023,0.0,1
0.0,0.003,0.0,0.0,0.001,0.927,0.068,0.0,1
0.001,0.001,0.0,0.071,0.0,0.856,0.02,0.051,1
0.0,0.001,0.0,0.0,0.0,0.996,0.003,0.0,1
0.001,0.069,0.0,0.0,0.0,0.699,0.231,0.0,1
0.0,0.0,0.0,0.0,0.0,0.998,0.002,0.0,1
0.004,0.086,0.0,0.0,0.0,0.813,0.096,0.0,1
0.001,0.059,0.0,0.0,0.0,0.882,0.058,0.0,1
0.0,0.0,0.0,0.0,0.0,0.999,0.001,0.0,1
0.0,0.0,0.0,0.0,0.0,0.999,0.001,0.0,1
0.0,0.058,0.0,0.0,0.0,0.802,0.139,0.0,1
0.01,0.049,0.001,0.0,0.0,0.866,0.073,0.0,1
0.0,0.0,0.0,0.0,0.0,0.997,0.002,0.0,1
0.001,0.068,0.0,0.0,0.0,0.803,0.127,0.0,1
0.0,0.285,0.0,0.0,0.001,0.706,0.008,0.0,1
0.0,0.004,0.0,0.0,0.002,0.888,0.105,0.0,1
0.0,0.005,0.0,0.0,0.002,0.979,0.013,0.0,1
0.001,0.161,0.0,0.0,0.0,0.793,0.044,0.0,1
0.001,0.074,0.0,0.0,0.0,0.894,0.031,0.0,1
0.0,0.0,0.0,0.0,0.0,0.996,0.004,0.0,1
0.004,0.181,0.0,0.0,0.001,0.792,0.023,0.0,1
0.0,0.0,0.0,0.0,0.002,0.995,0.002,0.0,1
0.002,0.074,0.0,0.0,0.0,0.87,0.053,0.0,1
0.001,0.01,0.0,0.0,0.001,0.981,0.007,0.0,1
0.0,0.018,0.0,0.0,0.0,0.46,0.522,0.0,1
0.0,0.003,0.0,0.0,0.436,0.56,0.001,0.001,1
0.002,0.07,0.0,0.0,0.0,0.852,0.077,0.0,1
0.002,0.056,0.0,0.0,0.0,0.908,0.034,0.0,1
0.002,0.002,0.0,0.0,0.0,0.978,0.018,0.0,1
0.003,0.142,0.0,0.0,0.0,0.793,0.062,0.0,1
0.0,0.025,0.0,0.0,0.937,0.038,0.0,0.0,1
0.0,0.024,0.0,0.0,0.0,0.647,0.329,0.0,1
0.0,0.002,0.0,0.0,0.0,0.982,0.015,0.0,1
0.01,0.01,0.0,0.0,0.0,0.97,0.01,0.0,1
0.003,0.107,0.0,0.0,0.0,0.812,0.078,0.0,1
0.002,0.153,0.0,0.0,0.001,0.805,0.039,0.0,1
0.001,0.213,0.0,0.0,0.0,0.739,0.046,0.0,1
0.002,0.108,0.0,0.0,0.0,0.855,0.035,0.0,1
0.001,0.172,0.0,0.0,0.001,0.784,0.041,0.0,1
0.0,0.001,0.0,0.0,0.0,0.995,0.004,0.0,1
0.001,0.052,0.0,0.0,0.0,0.844,0.102,0.0,1
0.001,0.011,0.0,0.0,0.0,0.948,0.039,0.0,1
0.001,0.155,0.0,0.0,0.001,0.804,0.039,0.0,1
0.001,0.007,0.0,0.0,0.001,0.938,0.053,0.0,1
0.0,0.003,0.0,0.0,0.001,0.975,0.021,0.0,1
0.001,0.001,0.0,0.0,0.0,0.983,0.015,0.0,1
0.0,0.001,0.0,0.036,0.0,0.913,0.022,0.028,1
0.0,0.001,0.0,0.027,0.0,0.916,0.008,0.048,1
0.0,0.0,0.0,0.0,0.0,0.989,0.01,0.0,1
0.001,0.015,0.0,0.0,0.0,0.977,0.007,0.0,1
0.002,0.143,0.0,0.0,0.0,0.802,0.052,0.0,1
0.003,0.027,0.0,0.0,0.0,0.929,0.04,0.0,1
0.0,0.0,0.0,0.0,0.0,0.98,0.019,0.001,1
0.01,0.138,0.001,0.0,0.0,0.781,0.07,0.0,1
0.001,0.033,0.0,0.0,0.0,0.928,0.039,0.0,1
0.0,0.003,0.0,0.0,0.0,0.992,0.005,0.0,1
0.0,0.008,0.0,0.0,0.0,0.986,0.006,0.0,1
0.0,0.0,0.0,0.058,0.0,0.851,0.03,0.059,1
0.0,0.0,0.0,0.054,0.0,0.862,0.013,0.071,1
0.008,0.011,0.0,0.0,0.0,0.975,0.006,0.0,1
0.0,0.013,0.0,0.0,0.001,0.971,0.015,0.0,1
0.0,0.005,0.0,0.0,0.001,0.941,0.053,0.0,1
0.0,0.002,0.0,0.0,0.0,0.972,0.025,0.0,1
0.001,0.129,0.0,0.0,0.001,0.819,0.05,0.0,1
0.001,0.2,0.0,0.0,0.001,0.76,0.038,0.0,1
0.0,0.013,0.0,0.0,0.0,0.922,0.065,0.0,1
0.005,0.161,0.0,0.0,0.0,0.803,0.031,0.0,1
0.003,0.125,0.0,0.0,0.0,0.811,0.06,0.0,1
0.004,0.177,0.0,0.0,0.0,0.785,0.034,0.0,1
0.001,0.002,0.0,0.0,0.0,0.978,0.02,0.0,1
0.001,0.052,0.0,0.0,0.0,0.835,0.112,0.0,1
0.0,0.008,0.0,0.0,0.981,0.011,0.0,0.0,1
