anger,contempt,disgust,fear,happiness,neutral,sadness,surprise,class
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.754,0.0,0.245,0
0.0,0.0,0.0,0.0,0.0,0.87,0.129,0.0,0
0.0,0.0,0.0,0.0,0.0,0.945,0.054,0.0,0
0.0,0.0,0.0,0.0,0.0,0.987,0.013,0.0,0
0.0,0.0,0.0,0.0,0.0,0.999,0.001,0.0,0
0.0,0.0,0.0,0.0,0.0,0.999,0.001,0.0,0
0.0,0.0,0.0,0.0,0.0,0.997,0.003,0.0,0
0.0,0.0,0.0,0.0,0.0,0.96,0.039,0.0,0
0.0,0.0,0.0,0.0,0.0,0.994,0.005,0.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.001,0.0,0.0,0.0,0.999,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.999,0.0,0.0,0
0.038,0.004,0.001,0.001,0.001,0.928,0.026,0.001,0
0.0,0.054,0.0,0.0,0.0,0.884,0.062,0.0,0
0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0
0.0,0.0,0.0,0.0,0.0,0.999,0.001,0.0,0
0.0,0.0,0.0,0.0,0.0,0.978,0.022,0.0,0
0.0,0.0,0.0,0.0,0.0,0.969,0.031,0.0,0
0.001,0.003,0.0,0.0,0.0,0.942,0.053,0.0,0
0.0,0.0,0.0,0.0,0.0,0.998,0.002,0.0,0
0.0,0.0,0.0,0.0,0.0,0.999,0.001,0.0,0
0.0,0.0,0.0,0.0,0.0,0.979,0.021,0.0,0
0.001,0.005,0.0,0.0,0.0,0.928,0.065,0.0,0
0.0,0.0,0.0,0.001,0.0,0.803,0.001,0.194,0
0.0,0.0,0.0,0.0,0.0,0.997,0.003,0.0,0
0.0,0.0,0.0,0.0,0.0,0.999,0.001,0.0,0
0.005,0.006,0.0,0.0,0.0,0.981,0.007,0.0,0
0.0,0.0,0.0,0.0,0.0,0.997,0.003,0.0,0
0.001,0.008,0.0,0.0,0.001,0.961,0.028,0.0,0
0.0,0.003,0.0,0.0,0.001,0.991,0.005,0.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.005,0.002,0.0,0.0,0.001,0.989,0.003,0.0,0
0.001,0.0,0.0,0.0,0.0,0.997,0.002,0.0,0
0.0,0.002,0.0,0.0,0.0,0.997,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.992,0.008,0.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.001,0.0,0.0,0.0,0.998,0.0,0.001,0
0.004,0.213,0.003,0.001,0.002,0.386,0.391,0.0,0
0.003,0.055,0.001,0.001,0.001,0.68,0.259,0.0,0
0.098,0.001,0.0,0.0,0.0,0.877,0.022,0.001,0
0.0,0.0,0.0,0.0,0.0,0.998,0.002,0.0,0
0.0,0.0,0.0,0.0,0.0,0.999,0.001,0.0,0
0.0,0.002,0.0,0.0,0.0,0.978,0.001,0.019,0
0.0,0.001,0.0,0.0,0.0,0.988,0.011,0.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.998,0.002,0.0,0
0.0,0.001,0.0,0.0,0.0,0.978,0.021,0.0,0
0.0,0.0,0.0,0.0,0.0,0.981,0.018,0.0,0
0.0,0.0,0.0,0.0,0.0,0.998,0.0,0.002,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.988,0.012,0.0,0
0.0,0.051,0.0,0.0,0.011,0.936,0.002,0.0,0
0.0,0.0,0.0,0.0,0.0,0.992,0.007,0.0,0
0.0,0.002,0.0,0.0,0.0,0.855,0.143,0.0,0
0.0,0.001,0.0,0.0,0.0,0.973,0.026,0.0,0
0.0,0.0,0.0,0.0,0.0,0.91,0.09,0.0,0
0.0,0.0,0.0,0.0,0.0,0.861,0.0,0.138,0
0.0,0.002,0.0,0.0,0.0,0.997,0.001,0.0,0
0.0,0.0,0.0,0.0,0.0,0.999,0.001,0.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.992,0.007,0.0,0
0.0,0.0,0.0,0.0,0.0,0.999,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.986,0.013,0.0,0
0.0,0.0,0.0,0.0,0.0,0.994,0.006,0.0,0
0.0,0.001,0.0,0.0,0.0,0.998,0.001,0.0,0
0.0,0.0,0.0,0.0,0.0,0.999,0.001,0.0,0
0.0,0.0,0.0,0.0,0.0,0.991,0.009,0.0,0
0.0,0.002,0.0,0.0,0.0,0.933,0.065,0.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.992,0.008,0.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.005,0.001,0.0,0.0,0.0,0.962,0.031,0.0,0
0.0,0.007,0.0,0.0,0.004,0.986,0.002,0.001,0
0.0,0.001,0.0,0.0,0.096,0.903,0.0,0.0,0
0.0,0.002,0.0,0.0,0.0,0.992,0.006,0.0,0
0.0,0.0,0.0,0.0,0.0,0.997,0.002,0.0,0
0.0,0.0,0.0,0.0,0.0,0.998,0.001,0.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.997,0.003,0.0,0
0.0,0.0,0.0,0.0,0.0,0.995,0.005,0.0,0
0.0,0.0,0.0,0.0,0.0,0.992,0.007,0.0,0
0.0,0.0,0.0,0.0,0.0,0.994,0.005,0.0,0
0.0,0.0,0.0,0.0,0.0,0.986,0.013,0.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.999,0.001,0.0,0
0.0,0.002,0.0,0.0,0.0,0.993,0.005,0.0,0
0.0,0.0,0.0,0.0,0.0,0.998,0.002,0.0,0
0.0,0.005,0.0,0.0,0.002,0.992,0.001,0.0,0
0.0,0.01,0.0,0.0,0.313,0.676,0.0,0.0,0
0.0,0.019,0.0,0.0,0.0,0.931,0.05,0.0,0
0.001,0.024,0.0,0.0,0.0,0.969,0.006,0.0,0
0.162,0.001,0.0,0.0,0.0,0.822,0.015,0.001,0
0.0,0.002,0.0,0.0,0.0,0.998,0.0,0.0,0
0.001,0.028,0.0,0.0,0.0,0.572,0.399,0.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.05,0.0,0.0,0.0,0.916,0.033,0.0,0
0.0,0.001,0.0,0.0,0.002,0.995,0.001,0.001,0
0.0,0.001,0.0,0.0,0.0,0.984,0.015,0.0,0
0.0,0.001,0.0,0.0,0.0,0.998,0.0,0.0,0
0.001,0.009,0.0,0.0,0.002,0.985,0.002,0.0,0
0.0,0.0,0.0,0.0,0.0,0.985,0.014,0.0,0
0.0,0.001,0.0,0.0,0.0,0.985,0.014,0.0,0
0.0,0.0,0.0,0.001,0.0,0.516,0.0,0.483,0
0.0,0.0,0.0,0.0,0.0,0.997,0.002,0.0,0
0.0,0.0,0.0,0.0,0.0,0.999,0.0,0.0,0
0.0,0.001,0.0,0.0,0.0,0.998,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.998,0.001,0.0,0
0.0,0.002,0.0,0.0,0.0,0.993,0.005,0.0,0
0.0,0.002,0.0,0.0,0.001,0.995,0.002,0.0,0
0.0,0.0,0.0,0.0,0.0,0.999,0.001,0.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.998,0.002,0.0,0
0.0,0.0,0.0,0.0,0.0,0.988,0.012,0.0,0
0.0,0.001,0.0,0.0,0.0,0.998,0.0,0.001,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.999,0.001,0.0,0
0.0,0.0,0.0,0.0,0.0,0.997,0.002,0.0,0
0.0,0.0,0.0,0.0,0.0,0.999,0.001,0.0,0
0.0,0.0,0.0,0.0,0.0,0.976,0.024,0.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.001,0.066,0.001,0.001,0.001,0.541,0.387,0.001,0
0.0,0.0,0.0,0.0,0.0,0.999,0.001,0.0,0
0.0,0.0,0.0,0.0,0.0,0.999,0.001,0.0,0
0.0,0.002,0.0,0.0,0.0,0.997,0.0,0.0,0
0.0,0.003,0.0,0.0,0.002,0.995,0.0,0.0,0
0.0,0.003,0.0,0.0,0.001,0.995,0.001,0.0,0
0.0,0.0,0.0,0.0,0.0,0.995,0.004,0.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.994,0.006,0.0,0
0.002,0.005,0.0,0.001,0.0,0.905,0.085,0.002,0
0.0,0.0,0.0,0.0,0.0,0.997,0.002,0.0,0
0.0,0.0,0.0,0.0,0.0,0.999,0.001,0.0,0
0.0,0.0,0.0,0.0,0.0,0.843,0.001,0.155,0
0.0,0.0,0.0,0.0,0.0,0.999,0.001,0.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.001,0.0,0.0,0.0,0.0,0.998,0.001,0.0,0
0.0,0.0,0.0,0.0,0.001,0.999,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.008,0.0,0.0,0.0,0.99,0.002,0.0,0
0.0,0.002,0.0,0.0,0.0,0.983,0.015,0.0,0
0.0,0.0,0.0,0.0,0.0,0.999,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.997,0.003,0.0,0
0.0,0.0,0.0,0.0,0.0,0.999,0.001,0.0,0
0.0,0.0,0.0,0.0,0.0,0.966,0.033,0.0,0
0.0,0.0,0.0,0.0,0.0,0.993,0.006,0.0,0
0.0,0.008,0.0,0.0,0.0,0.65,0.342,0.0,0
0.0,0.0,0.0,0.0,0.0,0.98,0.02,0.0,0
0.0,0.0,0.0,0.0,0.0,0.994,0.006,0.0,0
0.0,0.0,0.0,0.0,0.0,0.999,0.001,0.0,0
0.0,0.0,0.0,0.0,0.0,0.997,0.002,0.0,0
0.0,0.001,0.0,0.0,0.0,0.995,0.005,0.0,0
0.0,0.0,0.0,0.0,0.0,0.998,0.002,0.0,0
0.001,0.001,0.0,0.0,0.0,0.987,0.01,0.0,0
0.0,0.0,0.0,0.0,0.0,0.999,0.001,0.0,0
0.0,0.0,0.0,0.0,0.0,0.993,0.006,0.0,0
0.0,0.0,0.0,0.0,0.0,0.999,0.001,0.0,0
0.0,0.0,0.0,0.0,0.0,0.999,0.001,0.0,0
0.0,0.002,0.0,0.0,0.0,0.995,0.003,0.0,0
0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0
0.0,0.001,0.0,0.0,0.0,0.996,0.002,0.001,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.001,0.001,0.0,0.0,0.0,0.982,0.015,0.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.001,0.0,0.0,0.0,0.996,0.003,0.0,0
0.0,0.0,0.0,0.0,0.0,0.999,0.001,0.0,0
0.0,0.0,0.0,0.0,0.001,0.999,0.0,0.0,0
0.004,0.012,0.0,0.0,0.001,0.977,0.005,0.0,0
0.0,0.0,0.0,0.0,0.0,0.996,0.004,0.0,0
0.0,0.0,0.0,0.0,0.0,0.997,0.003,0.0,0
0.0,0.0,0.0,0.0,0.0,0.997,0.002,0.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.001,0.0,0.0,0.0,0.999,0.0,0.0,0
0.007,0.0,0.0,0.0,0.0,0.991,0.001,0.0,0
0.0,0.0,0.0,0.0,0.0,0.999,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.997,0.002,0.0,0
0.001,0.0,0.0,0.0,0.0,0.997,0.001,0.0,0
0.0,0.01,0.0,0.0,0.0,0.945,0.045,0.0,0
0.0,0.042,0.0,0.0,0.0,0.863,0.094,0.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.999,0.0,0.0,0
0.001,0.017,0.0,0.0,0.0,0.982,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.998,0.002,0.0,0
0.0,0.001,0.0,0.0,0.0,0.998,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.999,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.999,0.001,0.0,0
0.0,0.003,0.0,0.0,0.001,0.977,0.019,0.0,0
0.0,0.0,0.0,0.0,0.0,0.885,0.0,0.115,0
0.0,0.003,0.0,0.0,0.0,0.997,0.001,0.0,0
0.0,0.005,0.0,0.0,0.0,0.994,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.985,0.015,0.0,0
0.0,0.0,0.0,0.0,0.0,0.983,0.017,0.0,0
0.0,0.0,0.0,0.0,0.0,0.999,0.001,0.0,0
0.0,0.0,0.0,0.0,0.0,0.998,0.002,0.0,0
0.0,0.0,0.0,0.0,0.0,0.987,0.012,0.0,0
0.0,0.001,0.0,0.0,0.001,0.995,0.003,0.0,0
0.0,0.0,0.0,0.0,0.0,0.998,0.002,0.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.006,0.0,0.0,0.0,0.994,0.0,0.0,0
0.0,0.001,0.0,0.0,0.001,0.995,0.003,0.0,0
0.0,0.0,0.0,0.0,0.0,0.997,0.003,0.0,0
0.0,0.0,0.0,0.0,0.0,0.996,0.004,0.0,0
0.001,0.0,0.0,0.0,0.0,0.997,0.002,0.0,0
0.0,0.002,0.0,0.0,0.0,0.997,0.001,0.0,0
0.0,0.0,0.0,0.0,0.0,0.994,0.006,0.0,0
0.0,0.0,0.0,0.0,0.0,0.989,0.011,0.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.001,0.0,0.0,0.0,0.998,0.001,0.0,0
0.0,0.0,0.0,0.0,0.0,0.991,0.008,0.0,0
0.0,0.0,0.0,0.0,0.0,0.995,0.004,0.0,0
0.0,0.0,0.0,0.0,0.0,0.997,0.003,0.0,0
0.0,0.006,0.0,0.0,0.0,0.912,0.082,0.0,0
0.0,0.001,0.0,0.0,0.0,0.958,0.041,0.0,0
0.013,0.006,0.001,0.0,0.001,0.951,0.027,0.001,0
0.0,0.0,0.0,0.0,0.0,0.987,0.013,0.0,0
0.0,0.005,0.0,0.0,0.002,0.99,0.003,0.0,0
0.0,0.0,0.0,0.0,0.0,0.993,0.007,0.0,0
0.006,0.077,0.001,0.0,0.0,0.814,0.102,0.0,0
0.0,0.0,0.0,0.0,0.0,0.998,0.002,0.0,0
0.0,0.001,0.0,0.0,0.0,0.998,0.001,0.0,0
0.002,0.002,0.0,0.0,0.004,0.988,0.004,0.0,0
0.0,0.0,0.0,0.0,0.0,0.99,0.009,0.0,0
0.0,0.0,0.0,0.0,0.0,0.999,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.985,0.014,0.0,0
0.0,0.0,0.0,0.0,0.0,0.995,0.005,0.0,0
0.0,0.004,0.0,0.0,0.0,0.996,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.001,0.0,0.0,0.0,0.987,0.012,0.0,0
0.0,0.0,0.0,0.0,0.0,0.999,0.001,0.0,0
0.0,0.001,0.0,0.0,0.0,0.986,0.013,0.0,0
0.0,0.0,0.0,0.0,0.0,0.996,0.004,0.0,0
0.0,0.017,0.0,0.0,0.0,0.982,0.001,0.0,0
0.0,0.0,0.0,0.0,0.0,0.984,0.016,0.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.002,0.0,0.0,0.0,0.844,0.153,0.0,0
0.0,0.0,0.0,0.0,0.0,0.887,0.001,0.111,0
0.0,0.0,0.0,0.0,0.0,0.999,0.001,0.0,0
0.0,0.0,0.0,0.0,0.0,0.995,0.005,0.0,0
0.0,0.0,0.0,0.0,0.0,0.999,0.0,0.001,0
0.0,0.001,0.0,0.0,0.0,0.943,0.056,0.0,0
0.0,0.001,0.0,0.0,0.003,0.995,0.0,0.001,0
0.0,0.001,0.0,0.0,0.001,0.989,0.009,0.0,0
0.0,0.0,0.0,0.0,0.0,0.995,0.005,0.0,0
0.0,0.0,0.0,0.0,0.0,0.986,0.014,0.0,0
0.0,0.003,0.0,0.0,0.0,0.995,0.002,0.0,0
0.0,0.0,0.0,0.0,0.0,0.955,0.045,0.0,0
0.0,0.002,0.0,0.0,0.0,0.989,0.008,0.001,0
0.001,0.001,0.0,0.0,0.0,0.993,0.005,0.0,0
0.0,0.0,0.0,0.0,0.0,0.994,0.005,0.0,0
0.0,0.022,0.0,0.0,0.0,0.927,0.05,0.0,0
0.0,0.0,0.0,0.0,0.0,0.976,0.023,0.0,0
0.0,0.0,0.0,0.0,0.0,0.999,0.001,0.0,0
0.0,0.001,0.0,0.0,0.001,0.996,0.002,0.0,0
0.0,0.001,0.0,0.0,0.0,0.997,0.002,0.0,0
0.0,0.0,0.0,0.0,0.0,0.999,0.001,0.0,0
0.0,0.0,0.0,0.0,0.0,0.998,0.0,0.002,0
0.0,0.0,0.0,0.0,0.0,0.997,0.003,0.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.01,0.005,0.002,0.0,0.003,0.952,0.028,0.0,0
0.0,0.0,0.0,0.0,0.0,0.988,0.012,0.0,0
0.0,0.0,0.0,0.0,0.0,0.993,0.006,0.0,0
0.0,0.0,0.0,0.0,0.0,0.998,0.002,0.0,0
0.001,0.002,0.0,0.0,0.0,0.974,0.023,0.0,0
0.0,0.0,0.0,0.0,0.0,0.996,0.004,0.0,0
0.0,0.0,0.0,0.0,0.0,0.997,0.003,0.0,0
0.0,0.002,0.0,0.0,0.0,0.998,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.992,0.008,0.0,0
0.0,0.0,0.0,0.0,0.0,0.999,0.001,0.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.0,0.002,0.0,0.0,0.0,0.99,0.001,0.006,0
0.0,0.0,0.0,0.0,0.0,0.97,0.03,0.0,0
0.0,0.001,0.0,0.0,0.0,0.993,0.006,0.0,0
0.0,0.0,0.0,0.0,0.0,0.965,0.033,0.001,0
0.0,0.0,0.0,0.0,0.0,0.998,0.0,0.002,0
0.0,0.003,0.0,0.0,0.0,0.995,0.001,0.0,0
0.0,0.003,0.0,0.0,0.001,0.996,0.0,0.0,0
0.0,0.001,0.0,0.0,0.0,0.825,0.174,0.0,0
0.0,0.002,0.0,0.0,0.0,0.908,0.09,0.0,0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.001,0.0,0.0,0.0,0.0,0.992,0.006,0.001,0
